=====================================================================================
DANH SÁCH ẢNH NHIỄU (AdditiveGaussianNoise_d255) BỊ DỰ ĐOÁN SAI
Tổng số ảnh nhiễu tìm thấy: 7,003 ảnh
Tổng số trường hợp bị đoán sai: 2,033 ảnh
Tỷ lệ lỗi trên tập ảnh nhiễu này: 29.03%
=====================================================================================
[True: 08 | Hybric: 04 ( 49.0%) | Super: 07 ( 41.5%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00008/weather_rain_5_00008_019260.jpg
[True: 09 | Hybric: 12 (  9.8%) | Super: 02 ( 13.0%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001457.jpg
[True: 09 | Hybric: 02 ( 12.7%) | Super: 13 ( 24.3%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001478.jpg
[True: 09 | Hybric: 01 ( 10.3%) | Super: 02 ( 17.0%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001492.jpg
[True: 09 | Hybric: 02 ( 10.6%) | Super: 02 ( 17.7%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001495.jpg
[True: 09 | Hybric: 12 (  8.6%) | Super: 13 ( 11.8%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001496.jpg
[True: 09 | Hybric: 07 ( 21.2%) | Super: 15 ( 30.8%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001501.jpg
[True: 09 | Hybric: 03 ( 12.6%) | Super: 02 ( 21.2%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001502.jpg
[True: 09 | Hybric: 12 (  9.3%) | Super: 13 ( 35.2%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001505.jpg
[True: 09 | Hybric: 07 ( 21.2%) | Super: 01 ( 25.9%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001522.jpg
[True: 09 | Hybric: 16 ( 22.3%) | Super: 05 ( 27.9%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001526.jpg
[True: 09 | Hybric: 12 (  9.7%) | Super: 12 ( 13.2%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001536.jpg
[True: 09 | Hybric: 02 (  7.7%) | Super: 01 ( 18.6%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001539.jpg
[True: 09 | Hybric: 12 (  9.1%) | Super: 02 ( 17.9%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001546.jpg
[True: 09 | Hybric: 12 (  9.1%) | Super: 02 ( 10.2%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001555.jpg
[True: 09 | Hybric: 03 ( 35.3%) | Super: 03 ( 25.1%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001556.jpg
[True: 09 | Hybric: 02 ( 12.7%) | Super: 05 ( 13.2%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001562.jpg
[True: 09 | Hybric: 02 ( 11.4%) | Super: 17 ( 14.8%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001567.jpg
[True: 09 | Hybric: 02 (  8.3%) | Super: 02 ( 22.6%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001573.jpg
[True: 09 | Hybric: 01 ( 12.3%) | Super: 02 ( 27.1%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001576.jpg
[True: 09 | Hybric: 05 ( 30.2%) | Super: 31 ( 38.7%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001581.jpg
[True: 09 | Hybric: 03 ( 20.6%) | Super: 05 ( 24.7%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001613.jpg
[True: 09 | Hybric: 01 ( 10.3%) | Super: 01 ( 22.2%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001614.jpg
[True: 09 | Hybric: 02 ( 23.9%) | Super: 02 ( 35.9%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001622.jpg
[True: 09 | Hybric: 02 ( 12.6%) | Super: 02 ( 22.6%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001626.jpg
[True: 09 | Hybric: 03 ( 24.6%) | Super: 02 ( 27.2%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001635.jpg
[True: 09 | Hybric: 03 ( 17.0%) | Super: 02 ( 19.9%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001638.jpg
[True: 09 | Hybric: 13 (  9.5%) | Super: 13 ( 59.1%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001653.jpg
[True: 09 | Hybric: 12 (  8.3%) | Super: 02 ( 15.3%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001666.jpg
[True: 09 | Hybric: 02 ( 26.4%) | Super: 02 ( 37.9%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001668.jpg
[True: 09 | Hybric: 02 ( 13.1%) | Super: 03 ( 19.8%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001672.jpg
[True: 09 | Hybric: 02 ( 18.3%) | Super: 02 ( 22.4%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001679.jpg
[True: 09 | Hybric: 01 ( 14.0%) | Super: 02 ( 30.9%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001681.jpg
[True: 09 | Hybric: 05 ( 25.9%) | Super: 05 ( 14.9%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001689.jpg
[True: 09 | Hybric: 12 (  9.7%) | Super: 02 ( 13.4%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001694.jpg
[True: 09 | Hybric: 13 (  8.3%) | Super: 13 ( 10.9%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001702.jpg
[True: 09 | Hybric: 02 (  8.3%) | Super: 25 ( 21.5%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001706.jpg
[True: 09 | Hybric: 03 ( 23.9%) | Super: 03 ( 28.0%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001707.jpg
[True: 09 | Hybric: 02 ( 25.2%) | Super: 05 ( 21.8%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001716.jpg
[True: 09 | Hybric: 03 ( 70.3%) | Super: 16 ( 27.5%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001722.jpg
[True: 09 | Hybric: 01 ( 13.4%) | Super: 02 ( 16.9%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001725.jpg
[True: 09 | Hybric: 02 (  8.7%) | Super: 05 ( 26.1%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001726.jpg
[True: 09 | Hybric: 01 ( 10.3%) | Super: 02 ( 26.0%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001732.jpg
[True: 09 | Hybric: 05 ( 17.4%) | Super: 01 ( 22.5%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001738.jpg
[True: 09 | Hybric: 02 (  7.8%) | Super: 02 ( 16.5%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001741.jpg
[True: 09 | Hybric: 05 ( 33.5%) | Super: 05 ( 26.4%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001746.jpg
[True: 09 | Hybric: 01 ( 14.9%) | Super: 13 ( 45.3%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001754.jpg
[True: 09 | Hybric: 13 ( 14.3%) | Super: 02 ( 26.5%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001761.jpg
[True: 09 | Hybric: 01 ( 14.9%) | Super: 02 ( 35.7%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001765.jpg
[True: 09 | Hybric: 25 (  8.3%) | Super: 02 ( 14.5%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001766.jpg
[True: 09 | Hybric: 02 ( 15.9%) | Super: 02 ( 25.6%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001775.jpg
[True: 09 | Hybric: 07 ( 13.9%) | Super: 05 ( 29.9%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001778.jpg
[True: 09 | Hybric: 02 (  9.5%) | Super: 02 ( 18.2%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001782.jpg
[True: 09 | Hybric: 04 ( 17.7%) | Super: 05 ( 26.0%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001783.jpg
[True: 09 | Hybric: 02 (  8.3%) | Super: 02 ( 28.3%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001787.jpg
[True: 09 | Hybric: 02 (  8.5%) | Super: 13 ( 17.0%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001798.jpg
[True: 09 | Hybric: 05 ( 21.4%) | Super: 31 ( 43.6%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001802.jpg
[True: 09 | Hybric: 02 ( 14.9%) | Super: 13 ( 29.3%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001804.jpg
[True: 09 | Hybric: 02 ( 24.8%) | Super: 02 ( 39.8%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001807.jpg
[True: 09 | Hybric: 15 ( 48.1%) | Super: 03 ( 29.9%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001823.jpg
[True: 09 | Hybric: 15 ( 19.6%) | Super: 01 ( 22.2%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001824.jpg
[True: 09 | Hybric: 07 ( 22.6%) | Super: 03 ( 39.4%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001835.jpg
[True: 09 | Hybric: 04 ( 20.7%) | Super: 05 ( 41.5%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001844.jpg
[True: 09 | Hybric: 15 ( 30.4%) | Super: 05 ( 24.3%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001848.jpg
[True: 09 | Hybric: 02 ( 27.5%) | Super: 17 ( 21.3%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001850.jpg
[True: 09 | Hybric: 12 ( 10.5%) | Super: 13 ( 30.8%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001852.jpg
[True: 09 | Hybric: 05 ( 22.3%) | Super: 10 ( 17.7%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001860.jpg
[True: 09 | Hybric: 01 ( 12.1%) | Super: 05 ( 21.7%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001861.jpg
[True: 09 | Hybric: 10 ( 90.3%) | Super: 04 ( 26.0%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001864.jpg
[True: 09 | Hybric: 02 ( 22.9%) | Super: 01 ( 26.3%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001875.jpg
[True: 09 | Hybric: 02 (  7.9%) | Super: 02 ( 27.6%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001882.jpg
[True: 09 | Hybric: 02 ( 11.5%) | Super: 02 ( 23.1%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001893.jpg
[True: 09 | Hybric: 01 ( 18.8%) | Super: 05 ( 25.5%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001897.jpg
[True: 09 | Hybric: 05 ( 24.6%) | Super: 02 ( 43.8%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001906.jpg
[True: 09 | Hybric: 01 ( 20.1%) | Super: 02 ( 32.5%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001909.jpg
[True: 09 | Hybric: 01 ( 13.8%) | Super: 02 ( 20.0%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001910.jpg
[True: 09 | Hybric: 18 (  7.0%) | Super: 02 ( 10.4%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001912.jpg
[True: 09 | Hybric: 11 (  8.0%) | Super: 02 ( 13.7%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_255_00009_001917.jpg
[True: 09 | Hybric: 14 ( 21.8%) | Super: 38 ( 75.8%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_d120_00009_002451.jpg
[True: 09 | Hybric: 38 ( 69.4%) | Super: 39 ( 31.4%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_d120_00009_002475.jpg
[True: 09 | Hybric: 16 ( 58.3%) | Super: 06 ( 30.2%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_d120_00009_002504.jpg
[True: 09 | Hybric: 14 ( 18.6%) | Super: 25 ( 60.9%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_d120_00009_002607.jpg
[True: 09 | Hybric: 11 ( 23.2%) | Super: 39 ( 30.6%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_d120_00009_002646.jpg
[True: 09 | Hybric: 04 ( 43.3%) | Super: 19 ( 81.5%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_d120_00009_002651.jpg
[True: 09 | Hybric: 13 ( 30.4%) | Super: 38 ( 77.3%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_d120_00009_002653.jpg
[True: 09 | Hybric: 10 ( 17.1%) | Super: 02 ( 10.1%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_d120_00009_002663.jpg
[True: 09 | Hybric: 38 ( 75.7%) | Super: 38 ( 73.6%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_d120_00009_002682.jpg
[True: 09 | Hybric: 04 ( 21.1%) | Super: 03 ( 19.6%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_d120_00009_002695.jpg
[True: 09 | Hybric: 13 ( 28.6%) | Super: 38 ( 51.8%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_d120_00009_002703.jpg
[True: 09 | Hybric: 04 ( 36.8%) | Super: 25 ( 42.8%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_d120_00009_002745.jpg
[True: 09 | Hybric: 01 ( 24.4%) | Super: 38 ( 18.5%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_d120_00009_002749.jpg
[True: 09 | Hybric: 01 ( 11.7%) | Super: 05 ( 36.3%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_d120_00009_002788.jpg
[True: 09 | Hybric: 14 ( 83.5%) | Super: 14 ( 69.9%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_d120_00009_002844.jpg
[True: 09 | Hybric: 10 ( 32.0%) | Super: 10 ( 15.0%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_d255_00009_002881.jpg
[True: 09 | Hybric: 14 ( 28.1%) | Super: 14 ( 37.8%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_d255_00009_002899.jpg
[True: 09 | Hybric: 10 ( 38.3%) | Super: 10 (  8.4%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_d255_00009_002905.jpg
[True: 09 | Hybric: 10 ( 27.0%) | Super: 03 ( 12.0%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_d255_00009_002910.jpg
[True: 09 | Hybric: 10 ( 47.7%) | Super: 10 ( 48.6%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_d255_00009_002913.jpg
[True: 09 | Hybric: 38 ( 21.8%) | Super: 38 ( 28.1%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_d255_00009_002914.jpg
[True: 09 | Hybric: 14 ( 35.9%) | Super: 14 ( 44.1%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_d255_00009_002917.jpg
[True: 09 | Hybric: 12 ( 18.4%) | Super: 38 ( 36.8%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_d255_00009_002929.jpg
[True: 09 | Hybric: 10 ( 27.4%) | Super: 10 ( 14.6%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_d255_00009_002933.jpg
[True: 09 | Hybric: 14 ( 34.7%) | Super: 03 ( 15.8%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_d255_00009_002937.jpg
[True: 09 | Hybric: 03 ( 20.0%) | Super: 14 ( 34.4%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_d255_00009_002950.jpg
[True: 09 | Hybric: 01 ( 19.5%) | Super: 01 ( 36.4%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_d255_00009_002951.jpg
[True: 09 | Hybric: 14 ( 29.6%) | Super: 03 ( 16.5%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_d255_00009_002954.jpg
[True: 09 | Hybric: 10 ( 11.8%) | Super: 38 ( 16.3%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_d255_00009_002957.jpg
[True: 09 | Hybric: 12 ( 27.2%) | Super: 13 ( 51.4%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_d255_00009_002958.jpg
[True: 09 | Hybric: 02 ( 13.7%) | Super: 02 ( 17.1%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_d255_00009_002959.jpg
[True: 09 | Hybric: 35 ( 22.2%) | Super: 01 ( 21.7%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_d255_00009_002962.jpg
[True: 09 | Hybric: 01 ( 28.2%) | Super: 02 ( 23.7%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_d255_00009_002973.jpg
[True: 09 | Hybric: 10 ( 11.2%) | Super: 03 ( 10.3%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_d255_00009_002985.jpg
[True: 09 | Hybric: 14 ( 37.8%) | Super: 01 ( 10.4%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_d255_00009_002994.jpg
[True: 09 | Hybric: 14 ( 14.3%) | Super: 15 ( 12.3%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_d255_00009_003005.jpg
[True: 09 | Hybric: 10 ( 23.6%) | Super: 10 ( 19.1%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_d255_00009_003011.jpg
[True: 09 | Hybric: 10 ( 47.2%) | Super: 10 ( 35.5%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00009/AdditiveGaussianNoise_d255_00009_003015.jpg
