=====================================================================================
DANH SÁCH ẢNH BỊ DỰ ĐOÁN NHẦM THÀNH CLASS 01 (FALSE POSITIVES)
Tổng số trường hợp bị nhầm: 761 ảnh
=====================================================================================

[True: 00 | Pred: 01 | Conf:  51.46%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00000/AdditiveGaussianNoise_255_00000_000182.jpg
[True: 00 | Pred: 01 | Conf:  87.63%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00000/AdditiveGaussianNoise_d255_00000_000376.jpg
[True: 00 | Pred: 01 | Conf:  92.53%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00000/AdditiveGaussianNoise_d255_00000_000378.jpg
[True: 00 | Pred: 01 | Conf:  68.50%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00000/AdditiveGaussianNoise_d255_00000_000386.jpg
[True: 00 | Pred: 01 | Conf:  54.07%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00000/AdditiveGaussianNoise_d255_00000_000387.jpg
[True: 00 | Pred: 01 | Conf:  27.01%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00000/AdditiveGaussianNoise_d255_00000_000397.jpg
[True: 00 | Pred: 01 | Conf:  99.74%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00000/AdditiveGaussianNoise_d255_00000_000399.jpg
[True: 00 | Pred: 01 | Conf:  62.72%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00000/AdditiveGaussianNoise_d255_00000_000404.jpg
[True: 00 | Pred: 01 | Conf:  33.21%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00000/new_80_00000_001180.jpg
[True: 00 | Pred: 01 | Conf:  69.18%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00000/new_dark_d_100_00000_002358.jpg
[True: 00 | Pred: 01 | Conf:  97.25%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00000/new_dark_d_100_00000_002391.jpg
[True: 00 | Pred: 01 | Conf:  83.11%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00000/new_dark_d_100_00000_002406.jpg
[True: 00 | Pred: 01 | Conf:  65.44%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00000/new_dark_d_110_00000_002451.jpg
[True: 00 | Pred: 01 | Conf:  70.50%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00000/new_dark_d_90_00000_002331.jpg
[True: 00 | Pred: 01 | Conf:  56.64%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00000/new_dark_d_90_00000_002346.jpg
[True: 02 | Pred: 01 | Conf:  52.52%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_0_00002_000506.jpg
[True: 02 | Pred: 01 | Conf:  42.51%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_255_00002_002264.jpg
[True: 02 | Pred: 01 | Conf:  10.95%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_255_00002_002267.jpg
[True: 02 | Pred: 01 | Conf:  10.47%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_255_00002_002324.jpg
[True: 02 | Pred: 01 | Conf:  12.31%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_255_00002_002362.jpg
[True: 02 | Pred: 01 | Conf:  16.03%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_255_00002_002384.jpg
[True: 02 | Pred: 01 | Conf:  16.38%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_255_00002_002392.jpg
[True: 02 | Pred: 01 | Conf:  25.82%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_255_00002_002410.jpg
[True: 02 | Pred: 01 | Conf:  20.31%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_255_00002_002414.jpg
[True: 02 | Pred: 01 | Conf:  44.69%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_255_00002_002415.jpg
[True: 02 | Pred: 01 | Conf:  21.64%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_255_00002_002422.jpg
[True: 02 | Pred: 01 | Conf:   9.24%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_255_00002_002437.jpg
[True: 02 | Pred: 01 | Conf:  21.82%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_255_00002_002442.jpg
[True: 02 | Pred: 01 | Conf:   8.68%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_255_00002_002457.jpg
[True: 02 | Pred: 01 | Conf:  56.96%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_255_00002_002491.jpg
[True: 02 | Pred: 01 | Conf:  14.62%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_255_00002_002570.jpg
[True: 02 | Pred: 01 | Conf:  12.17%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_255_00002_002583.jpg
[True: 02 | Pred: 01 | Conf:  59.29%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_255_00002_002616.jpg
[True: 02 | Pred: 01 | Conf:  57.87%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_255_00002_002619.jpg
[True: 02 | Pred: 01 | Conf:  14.93%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_255_00002_002620.jpg
[True: 02 | Pred: 01 | Conf:  16.36%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_255_00002_002634.jpg
[True: 02 | Pred: 01 | Conf:  16.19%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_255_00002_002674.jpg
[True: 02 | Pred: 01 | Conf:  12.91%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_255_00002_002692.jpg
[True: 02 | Pred: 01 | Conf:  20.60%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_255_00002_002710.jpg
[True: 02 | Pred: 01 | Conf:  45.26%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_255_00002_002712.jpg
[True: 02 | Pred: 01 | Conf:   9.90%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_255_00002_002722.jpg
[True: 02 | Pred: 01 | Conf:  29.69%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_255_00002_002735.jpg
[True: 02 | Pred: 01 | Conf:  33.74%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_255_00002_002765.jpg
[True: 02 | Pred: 01 | Conf:  49.02%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_255_00002_002770.jpg
[True: 02 | Pred: 01 | Conf:  36.09%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_255_00002_002788.jpg
[True: 02 | Pred: 01 | Conf:  19.33%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_255_00002_002792.jpg
[True: 02 | Pred: 01 | Conf:   7.77%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_255_00002_002886.jpg
[True: 02 | Pred: 01 | Conf:  13.41%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_255_00002_002903.jpg
[True: 02 | Pred: 01 | Conf:  25.72%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_255_00002_002933.jpg
[True: 02 | Pred: 01 | Conf:   8.87%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_255_00002_002934.jpg
[True: 02 | Pred: 01 | Conf:  29.50%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_255_00002_002936.jpg
[True: 02 | Pred: 01 | Conf:  21.78%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_255_00002_002950.jpg
[True: 02 | Pred: 01 | Conf:  26.10%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_255_00002_002962.jpg
[True: 02 | Pred: 01 | Conf:  46.62%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_255_00002_002980.jpg
[True: 02 | Pred: 01 | Conf:  10.69%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_255_00002_002981.jpg
[True: 02 | Pred: 01 | Conf:  11.38%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_d120_00002_003765.jpg
[True: 02 | Pred: 01 | Conf:  41.97%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_d120_00002_003858.jpg
[True: 02 | Pred: 01 | Conf:   9.37%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_d120_00002_003897.jpg
[True: 02 | Pred: 01 | Conf:  87.61%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_d120_00002_003993.jpg
[True: 02 | Pred: 01 | Conf:  40.70%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_d120_00002_004243.jpg
[True: 02 | Pred: 01 | Conf:  40.26%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_d120_00002_004295.jpg
[True: 02 | Pred: 01 | Conf:  51.54%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_d120_00002_004397.jpg
[True: 02 | Pred: 01 | Conf:  14.51%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_d255_00002_004554.jpg
[True: 02 | Pred: 01 | Conf:   9.17%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_d255_00002_004563.jpg
[True: 02 | Pred: 01 | Conf:  35.24%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_d255_00002_004646.jpg
[True: 02 | Pred: 01 | Conf:  10.64%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_d255_00002_004653.jpg
[True: 02 | Pred: 01 | Conf:  17.32%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_d255_00002_004686.jpg
[True: 02 | Pred: 01 | Conf:  38.85%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_d255_00002_004718.jpg
[True: 02 | Pred: 01 | Conf:  13.92%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_d255_00002_004731.jpg
[True: 02 | Pred: 01 | Conf:  13.16%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_d255_00002_004737.jpg
[True: 02 | Pred: 01 | Conf:  23.19%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_d255_00002_004790.jpg
[True: 02 | Pred: 01 | Conf:  18.42%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_d255_00002_004810.jpg
[True: 02 | Pred: 01 | Conf:  31.95%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_d255_00002_004815.jpg
[True: 02 | Pred: 01 | Conf:  17.62%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_d255_00002_004956.jpg
[True: 02 | Pred: 01 | Conf:  94.27%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_d255_00002_004989.jpg
[True: 02 | Pred: 01 | Conf:  11.85%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_d255_00002_004996.jpg
[True: 02 | Pred: 01 | Conf:  33.56%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_d255_00002_005074.jpg
[True: 02 | Pred: 01 | Conf:  24.65%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_d255_00002_005077.jpg
[True: 02 | Pred: 01 | Conf:  17.02%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_d255_00002_005084.jpg
[True: 02 | Pred: 01 | Conf:  21.92%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_d255_00002_005199.jpg
[True: 02 | Pred: 01 | Conf:  16.97%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/AdditiveGaussianNoise_d255_00002_005206.jpg
[True: 02 | Pred: 01 | Conf:  53.38%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/exploure_1_9_00002_011373.jpg
[True: 02 | Pred: 01 | Conf:  56.29%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/exploure_1_9_00002_011860.jpg
[True: 02 | Pred: 01 | Conf:  45.75%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/new_20_00002_012021.jpg
[True: 02 | Pred: 01 | Conf:  50.73%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/new_20_00002_012022.jpg
[True: 02 | Pred: 01 | Conf:  74.60%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/new_20_00002_012201.jpg
[True: 02 | Pred: 01 | Conf:  81.35%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/new_20_00002_012215.jpg
[True: 02 | Pred: 01 | Conf:  53.33%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/new_20_00002_012390.jpg
[True: 02 | Pred: 01 | Conf:  87.26%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/new_20_00002_012396.jpg
[True: 02 | Pred: 01 | Conf:  50.73%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/new_50_00002_012486.jpg
[True: 02 | Pred: 01 | Conf:  50.77%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/new_50_00002_012487.jpg
[True: 02 | Pred: 01 | Conf:  87.56%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/new_50_00002_012890.jpg
[True: 02 | Pred: 01 | Conf:  95.46%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/new_50_00002_012919.jpg
[True: 02 | Pred: 01 | Conf:  72.93%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/new_50_00002_013199.jpg
[True: 02 | Pred: 01 | Conf:  67.63%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/new_50_00002_013300.jpg
[True: 02 | Pred: 01 | Conf:  87.26%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/new_50_00002_013459.jpg
[True: 02 | Pred: 01 | Conf:  82.12%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/new_50_00002_013464.jpg
[True: 02 | Pred: 01 | Conf:  67.09%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/new_50_00002_013465.jpg
[True: 02 | Pred: 01 | Conf:  50.73%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/new_80_00002_013639.jpg
[True: 02 | Pred: 01 | Conf:  50.77%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/new_80_00002_013641.jpg
[True: 02 | Pred: 01 | Conf:  87.56%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/new_80_00002_014281.jpg
[True: 02 | Pred: 01 | Conf:  47.80%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/new_80_00002_014282.jpg
[True: 02 | Pred: 01 | Conf:  74.60%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/new_80_00002_014283.jpg
[True: 02 | Pred: 01 | Conf:  79.54%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/new_80_00002_014327.jpg
[True: 02 | Pred: 01 | Conf:  95.46%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/new_80_00002_014328.jpg
[True: 02 | Pred: 01 | Conf:  81.35%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/new_80_00002_014330.jpg
[True: 02 | Pred: 01 | Conf:  72.93%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/new_80_00002_014764.jpg
[True: 02 | Pred: 01 | Conf:  67.63%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/new_80_00002_014942.jpg
[True: 02 | Pred: 01 | Conf:  87.26%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/new_80_00002_015170.jpg
[True: 02 | Pred: 01 | Conf:  82.12%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/new_80_00002_015177.jpg
[True: 02 | Pred: 01 | Conf:  67.09%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/new_80_00002_015178.jpg
[True: 02 | Pred: 01 | Conf:  58.82%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/new_dark_d_100_00002_029059.jpg
[True: 02 | Pred: 01 | Conf:  62.87%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/new_dark_d_110_00002_029631.jpg
[True: 02 | Pred: 01 | Conf:  73.94%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/new_dark_d_110_00002_029730.jpg
[True: 02 | Pred: 01 | Conf:  79.54%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/new_dark_d_110_00002_029771.jpg
[True: 02 | Pred: 01 | Conf:  25.67%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/new_dark_d_110_00002_030172.jpg
[True: 02 | Pred: 01 | Conf:  64.21%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/new_dark_d_40_00002_024542.jpg
[True: 02 | Pred: 01 | Conf:  77.48%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/new_dark_d_50_00002_025200.jpg
[True: 02 | Pred: 01 | Conf:  28.03%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/new_dark_d_50_00002_025258.jpg
[True: 02 | Pred: 01 | Conf:  94.34%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/new_dark_d_50_00002_025313.jpg
[True: 02 | Pred: 01 | Conf:  36.58%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/new_dark_d_50_00002_025330.jpg
[True: 02 | Pred: 01 | Conf:  46.51%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/new_dark_d_50_00002_025373.jpg
[True: 02 | Pred: 01 | Conf:  52.16%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/new_dark_d_60_00002_025885.jpg
[True: 02 | Pred: 01 | Conf:  38.75%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/new_dark_d_60_00002_026080.jpg
[True: 02 | Pred: 01 | Conf:  73.69%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/new_dark_d_60_00002_026119.jpg
[True: 02 | Pred: 01 | Conf:  41.92%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/new_dark_d_70_00002_027232.jpg
[True: 02 | Pred: 01 | Conf:  59.25%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/weather_rain_3_00002_031190.jpg
[True: 02 | Pred: 01 | Conf:  91.90%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/weather_rain_3_00002_031292.jpg
[True: 02 | Pred: 01 | Conf:  58.67%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/weather_rain_3_00002_031769.jpg
[True: 02 | Pred: 01 | Conf:  74.58%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/weather_rain_5_00002_031926.jpg
[True: 02 | Pred: 01 | Conf:  59.28%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/weather_rain_5_00002_031985.jpg
[True: 02 | Pred: 01 | Conf:  95.57%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/weather_rain_5_00002_031998.jpg
[True: 02 | Pred: 01 | Conf:  61.73%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/weather_rain_5_00002_032019.jpg
[True: 02 | Pred: 01 | Conf:  32.72%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/weather_rain_5_00002_032274.jpg
[True: 02 | Pred: 01 | Conf:  40.35%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/weather_rain_5_00002_032429.jpg
[True: 02 | Pred: 01 | Conf:  45.43%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/weather_rain_5_00002_032471.jpg
[True: 02 | Pred: 01 | Conf:  43.88%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/weather_rain_5_00002_032503.jpg
[True: 02 | Pred: 01 | Conf:  41.72%] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00002/weather_rain_5_00002_032599.jpg
