=====================================================================================
DANH SÁCH TẤT CẢ ẢNH BỊ DỰ ĐOÁN SAI TRÊN TOÀN BỘ DATASET
Tổng số ảnh trong dataset: 557,496 ảnh
Tổng số trường hợp bị đoán sai: 8,219 ảnh
Tỷ lệ lỗi (Error Rate): 1.47%
Độ chính xác (Accuracy): 98.53%
=====================================================================================
[True: 23 | Hybric: 30 ( 69.9%) | Super: 20 ( 53.5%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00023/weather_rain_5_00023_006501.jpg
[True: 24 | Hybric: 13 ( 75.9%) | Super: 13 ( 32.5%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00024/AdditiveGaussianNoise_d120_00024_000496.jpg
[True: 24 | Hybric: 38 ( 36.9%) | Super: 25 ( 28.2%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00024/AdditiveGaussianNoise_d120_00024_000518.jpg
[True: 24 | Hybric: 35 ( 13.6%) | Super: 04 ( 22.5%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00024/AdditiveGaussianNoise_d120_00024_000528.jpg
[True: 24 | Hybric: 13 ( 23.4%) | Super: 03 ( 21.8%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00024/AdditiveGaussianNoise_d255_00024_000540.jpg
[True: 24 | Hybric: 10 ( 21.1%) | Super: 38 ( 17.6%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00024/AdditiveGaussianNoise_d255_00024_000542.jpg
[True: 24 | Hybric: 13 ( 20.8%) | Super: 25 ( 17.4%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00024/AdditiveGaussianNoise_d255_00024_000546.jpg
[True: 24 | Hybric: 14 ( 17.5%) | Super: 02 ( 13.3%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00024/AdditiveGaussianNoise_d255_00024_000547.jpg
[True: 24 | Hybric: 10 ( 42.4%) | Super: 38 ( 15.1%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00024/AdditiveGaussianNoise_d255_00024_000553.jpg
[True: 24 | Hybric: 25 ( 76.6%) | Super: 25 ( 54.7%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00024/AdditiveGaussianNoise_d255_00024_000554.jpg
[True: 24 | Hybric: 28 ( 40.3%) | Super: 11 ( 29.8%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00024/AdditiveGaussianNoise_d255_00024_000556.jpg
[True: 24 | Hybric: 25 ( 43.0%) | Super: 01 ( 13.6%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00024/AdditiveGaussianNoise_d255_00024_000557.jpg
[True: 24 | Hybric: 25 ( 44.5%) | Super: 11 ( 60.5%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00024/AdditiveGaussianNoise_d255_00024_000559.jpg
[True: 24 | Hybric: 25 ( 60.0%) | Super: 25 ( 75.0%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00024/AdditiveGaussianNoise_d255_00024_000563.jpg
[True: 24 | Hybric: 10 ( 41.1%) | Super: 38 ( 11.2%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00024/AdditiveGaussianNoise_d255_00024_000565.jpg
[True: 24 | Hybric: 28 ( 32.3%) | Super: 18 ( 39.0%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00024/AdditiveGaussianNoise_d255_00024_000567.jpg
[True: 24 | Hybric: 28 ( 44.9%) | Super: 11 ( 51.7%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00024/AdditiveGaussianNoise_d255_00024_000570.jpg
[True: 24 | Hybric: 10 ( 25.7%) | Super: 38 ( 16.4%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00024/AdditiveGaussianNoise_d255_00024_000572.jpg
[True: 24 | Hybric: 25 ( 26.9%) | Super: 13 ( 24.8%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00024/AdditiveGaussianNoise_d255_00024_000573.jpg
[True: 24 | Hybric: 25 ( 21.9%) | Super: 25 ( 18.5%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00024/AdditiveGaussianNoise_d255_00024_000578.jpg
[True: 24 | Hybric: 10 ( 30.8%) | Super: 38 ( 17.9%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00024/AdditiveGaussianNoise_d255_00024_000581.jpg
[True: 24 | Hybric: 11 ( 29.5%) | Super: 25 ( 20.8%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00024/AdditiveGaussianNoise_d255_00024_000582.jpg
[True: 24 | Hybric: 25 ( 67.4%) | Super: 25 ( 35.5%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00024/AdditiveGaussianNoise_d255_00024_000584.jpg
[True: 24 | Hybric: 10 ( 36.5%) | Super: 10 ( 16.8%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00024/AdditiveGaussianNoise_d255_00024_000587.jpg
[True: 24 | Hybric: 25 ( 57.4%) | Super: 11 ( 71.5%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00024/AdditiveGaussianNoise_d255_00024_000589.jpg
[True: 24 | Hybric: 25 ( 60.5%) | Super: 11 ( 39.1%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00024/AdditiveGaussianNoise_d255_00024_000600.jpg
[True: 24 | Hybric: 10 ( 24.0%) | Super: 04 ( 13.3%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00024/AdditiveGaussianNoise_d255_00024_000603.jpg
[True: 24 | Hybric: 10 ( 16.1%) | Super: 13 ( 23.3%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00024/AdditiveGaussianNoise_d255_00024_000605.jpg
[True: 24 | Hybric: 18 ( 17.8%) | Super: 25 ( 16.3%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00024/AdditiveGaussianNoise_d255_00024_000607.jpg
[True: 24 | Hybric: 10 ( 34.4%) | Super: 38 ( 10.2%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00024/AdditiveGaussianNoise_d255_00024_000608.jpg
[True: 24 | Hybric: 38 ( 13.3%) | Super: 38 ( 44.8%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00024/AdditiveGaussianNoise_d255_00024_000610.jpg
[True: 24 | Hybric: 25 ( 13.6%) | Super: 25 ( 18.3%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00024/AdditiveGaussianNoise_d255_00024_000612.jpg
[True: 24 | Hybric: 10 ( 22.6%) | Super: 38 ( 14.3%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00024/AdditiveGaussianNoise_d255_00024_000615.jpg
[True: 24 | Hybric: 10 ( 48.4%) | Super: 10 ( 32.1%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00024/AdditiveGaussianNoise_d255_00024_000617.jpg
[True: 24 | Hybric: 10 ( 20.3%) | Super: 38 ( 13.6%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00024/AdditiveGaussianNoise_d255_00024_000621.jpg
[True: 24 | Hybric: 25 ( 35.5%) | Super: 18 ( 44.8%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00024/AdditiveGaussianNoise_d255_00024_000623.jpg
[True: 24 | Hybric: 10 ( 28.0%) | Super: 38 ( 14.7%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00024/AdditiveGaussianNoise_d255_00024_000624.jpg
[True: 24 | Hybric: 22 ( 89.3%) | Super: 18 ( 65.1%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00024/weather_rain_7_00024_004004.jpg
[True: 25 | Hybric: 13 ( 43.9%) | Super: 13 ( 78.2%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00025/AdditiveGaussianNoise_255_00025_001457.jpg
[True: 25 | Hybric: 12 (  7.4%) | Super: 12 (  8.1%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00025/AdditiveGaussianNoise_255_00025_001482.jpg
[True: 25 | Hybric: 12 (  9.9%) | Super: 04 ( 39.0%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00025/AdditiveGaussianNoise_255_00025_001496.jpg
[True: 25 | Hybric: 11 ( 49.7%) | Super: 11 ( 95.6%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00025/AdditiveGaussianNoise_255_00025_001507.jpg
[True: 25 | Hybric: 12 (  6.6%) | Super: 11 ( 20.4%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00025/AdditiveGaussianNoise_255_00025_001530.jpg
[True: 25 | Hybric: 11 ( 86.2%) | Super: 11 ( 55.6%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00025/AdditiveGaussianNoise_255_00025_001549.jpg
[True: 25 | Hybric: 11 ( 44.9%) | Super: 30 ( 18.1%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00025/AdditiveGaussianNoise_255_00025_001558.jpg
[True: 25 | Hybric: 02 (  7.1%) | Super: 12 (  8.7%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00025/AdditiveGaussianNoise_255_00025_001561.jpg
[True: 25 | Hybric: 11 ( 11.3%) | Super: 11 ( 72.4%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00025/AdditiveGaussianNoise_255_00025_001563.jpg
[True: 25 | Hybric: 11 ( 90.7%) | Super: 11 ( 58.6%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00025/AdditiveGaussianNoise_255_00025_001564.jpg
[True: 25 | Hybric: 11 ( 83.3%) | Super: 11 ( 59.7%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00025/AdditiveGaussianNoise_255_00025_001567.jpg
[True: 25 | Hybric: 11 ( 46.6%) | Super: 11 ( 75.1%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00025/AdditiveGaussianNoise_255_00025_001594.jpg
[True: 25 | Hybric: 12 (  9.6%) | Super: 11 ( 59.5%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00025/AdditiveGaussianNoise_255_00025_001627.jpg
[True: 25 | Hybric: 12 (  7.3%) | Super: 12 (  8.6%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00025/AdditiveGaussianNoise_255_00025_001631.jpg
[True: 25 | Hybric: 31 ( 41.2%) | Super: 19 ( 45.6%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00025/AdditiveGaussianNoise_255_00025_001632.jpg
[True: 25 | Hybric: 11 ( 50.0%) | Super: 11 ( 56.0%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00025/AdditiveGaussianNoise_255_00025_001660.jpg
[True: 25 | Hybric: 12 (  7.3%) | Super: 12 ( 10.5%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00025/AdditiveGaussianNoise_255_00025_001681.jpg
[True: 25 | Hybric: 18 ( 65.2%) | Super: 11 ( 31.3%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00025/AdditiveGaussianNoise_255_00025_001688.jpg
[True: 25 | Hybric: 11 ( 62.9%) | Super: 11 ( 85.7%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00025/AdditiveGaussianNoise_255_00025_001712.jpg
[True: 25 | Hybric: 11 ( 66.1%) | Super: 11 ( 66.2%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00025/AdditiveGaussianNoise_255_00025_001714.jpg
[True: 25 | Hybric: 11 ( 20.9%) | Super: 20 ( 45.5%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00025/AdditiveGaussianNoise_255_00025_001716.jpg
[True: 25 | Hybric: 09 ( 84.9%) | Super: 39 ( 37.1%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00025/AdditiveGaussianNoise_255_00025_001717.jpg
[True: 25 | Hybric: 31 ( 57.5%) | Super: 31 ( 34.5%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00025/AdditiveGaussianNoise_255_00025_001720.jpg
[True: 25 | Hybric: 29 ( 34.6%) | Super: 18 ( 76.2%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00025/AdditiveGaussianNoise_255_00025_001725.jpg
[True: 25 | Hybric: 10 ( 13.1%) | Super: 11 ( 45.4%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00025/AdditiveGaussianNoise_255_00025_001735.jpg
[True: 25 | Hybric: 12 (  7.2%) | Super: 12 (  8.5%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00025/AdditiveGaussianNoise_255_00025_001741.jpg
[True: 25 | Hybric: 10 ( 14.4%) | Super: 11 ( 20.0%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00025/AdditiveGaussianNoise_255_00025_001758.jpg
[True: 25 | Hybric: 11 ( 69.6%) | Super: 11 ( 91.9%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00025/AdditiveGaussianNoise_255_00025_001769.jpg
[True: 25 | Hybric: 29 ( 47.4%) | Super: 28 ( 59.2%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00025/AdditiveGaussianNoise_255_00025_001777.jpg
[True: 25 | Hybric: 11 ( 71.5%) | Super: 11 ( 66.9%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00025/AdditiveGaussianNoise_255_00025_001778.jpg
[True: 25 | Hybric: 11 ( 23.3%) | Super: 11 ( 79.8%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00025/AdditiveGaussianNoise_255_00025_001801.jpg
[True: 25 | Hybric: 29 ( 30.7%) | Super: 04 ( 15.3%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00025/AdditiveGaussianNoise_255_00025_001810.jpg
[True: 25 | Hybric: 13 ( 17.2%) | Super: 13 ( 20.6%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00025/AdditiveGaussianNoise_255_00025_001811.jpg
[True: 25 | Hybric: 18 ( 32.1%) | Super: 11 ( 60.2%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00025/AdditiveGaussianNoise_255_00025_001833.jpg
[True: 25 | Hybric: 02 (  8.7%) | Super: 30 ( 31.8%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00025/AdditiveGaussianNoise_255_00025_001834.jpg
[True: 25 | Hybric: 11 ( 62.2%) | Super: 11 ( 47.6%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00025/AdditiveGaussianNoise_255_00025_001839.jpg
[True: 25 | Hybric: 12 (  8.8%) | Super: 11 ( 36.4%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00025/AdditiveGaussianNoise_255_00025_001858.jpg
[True: 25 | Hybric: 04 ( 11.1%) | Super: 12 ( 12.8%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00025/AdditiveGaussianNoise_255_00025_001866.jpg
[True: 25 | Hybric: 02 ( 11.2%) | Super: 22 ( 33.4%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00025/AdditiveGaussianNoise_255_00025_001876.jpg
[True: 25 | Hybric: 11 ( 40.5%) | Super: 11 ( 95.4%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00025/AdditiveGaussianNoise_255_00025_001889.jpg
[True: 25 | Hybric: 11 ( 95.6%) | Super: 12 ( 43.7%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00025/AdditiveGaussianNoise_255_00025_001897.jpg
[True: 25 | Hybric: 01 ( 20.9%) | Super: 01 ( 12.1%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00025/AdditiveGaussianNoise_255_00025_001898.jpg
[True: 25 | Hybric: 10 ( 27.6%) | Super: 10 ( 24.7%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00025/AdditiveGaussianNoise_d120_00025_002403.jpg
[True: 25 | Hybric: 04 ( 13.2%) | Super: 04 ( 11.0%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00025/AdditiveGaussianNoise_d120_00025_002539.jpg
[True: 25 | Hybric: 20 ( 28.7%) | Super: 11 ( 67.5%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00025/AdditiveGaussianNoise_d120_00025_002543.jpg
[True: 25 | Hybric: 10 ( 50.2%) | Super: 09 ( 19.4%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00025/AdditiveGaussianNoise_d120_00025_002570.jpg
[True: 25 | Hybric: 22 ( 20.4%) | Super: 22 ( 17.2%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00025/AdditiveGaussianNoise_d120_00025_002600.jpg
[True: 25 | Hybric: 20 ( 48.3%) | Super: 11 ( 73.9%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00025/AdditiveGaussianNoise_d120_00025_002612.jpg
[True: 25 | Hybric: 22 ( 26.1%) | Super: 31 ( 19.8%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00025/AdditiveGaussianNoise_d120_00025_002682.jpg
[True: 25 | Hybric: 02 ( 15.5%) | Super: 05 ( 19.5%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00025/AdditiveGaussianNoise_d120_00025_002686.jpg
[True: 25 | Hybric: 22 ( 41.5%) | Super: 22 ( 55.8%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00025/AdditiveGaussianNoise_d120_00025_002728.jpg
[True: 25 | Hybric: 10 ( 16.6%) | Super: 04 ( 12.5%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00025/AdditiveGaussianNoise_d120_00025_002824.jpg
[True: 25 | Hybric: 21 ( 16.8%) | Super: 30 ( 17.3%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00025/AdditiveGaussianNoise_d120_00025_002870.jpg
[True: 25 | Hybric: 10 ( 14.3%) | Super: 04 ( 11.1%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00025/AdditiveGaussianNoise_d255_00025_002889.jpg
[True: 25 | Hybric: 23 ( 25.6%) | Super: 27 ( 37.2%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00025/AdditiveGaussianNoise_d255_00025_002904.jpg
[True: 25 | Hybric: 11 ( 46.5%) | Super: 02 ( 19.8%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00025/AdditiveGaussianNoise_d255_00025_002905.jpg
[True: 25 | Hybric: 11 ( 31.5%) | Super: 18 ( 39.5%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00025/AdditiveGaussianNoise_d255_00025_002906.jpg
[True: 25 | Hybric: 23 ( 20.0%) | Super: 12 ( 25.6%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00025/AdditiveGaussianNoise_d255_00025_002923.jpg
[True: 25 | Hybric: 10 ( 35.3%) | Super: 05 ( 22.4%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00025/AdditiveGaussianNoise_d255_00025_002925.jpg
[True: 25 | Hybric: 10 ( 28.3%) | Super: 10 ( 29.6%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00025/AdditiveGaussianNoise_d255_00025_002929.jpg
